Open Source,Country,Yearly Salary in USD
No,India,34440
No,United Kingdom,30559
No,Norway,68862
No,United States,160000
Yes,United States,89000
No,Germany,18358
Yes,United States,240000
Yes,United States,65000
Yes,Germany,64866
No,United States,165000
Yes,United States,100000
No,India,52442
No,United States,85000
Yes,Spain,31821
No,United States,110000
No,Greece,42836
No,United States,100000
No,Germany,64254
No,"Iran, Islamic Republic of...",0
Yes,Austria,85671
No,Australia,82373
Yes,Canada,64417
Yes,United States,80000
No,United States,115000
Yes,United States,110000
No,United Kingdom,34726
No,Ireland,42836
Yes,United States,118000
Yes,United States,125000
Yes,United States,100000
Yes,France,36716
Yes,India,0
No,United States,60000
No,Canada,32853
Yes,United States,160000
Yes,United States,130000
No,United States,154000
Yes,Netherlands,100358
No,United States,90000
No,United Kingdom,19447
No,United States,110000
Yes,United States,110000
Yes,India,3757
No,Mexico,20000
Yes,United Kingdom,122513
No,United Kingdom,138904
No,Germany,79552
Yes,India,39136
No,United States,100000
No,France,73433
No,United States,120000
No,United Kingdom,66674
Yes,United States,127000
No,United States,120000
Yes,Germany,58746
No,United States,73000
Yes,India,31309
Yes,India,7044
No,Germany,95462
No,United States,135000
No,Yemen,12000
Yes,India,13056
No,Germany,58379
Yes,Greece,0
Yes,United States,100000
No,Norway,82890
No,United Kingdom,35421
No,France,40388
No,Netherlands,69761
Yes,Canada,82132
No,Canada,53949
Yes,United States,130000
No,United States,104000
Yes,Canada,52339
No,United Kingdom,97233
Yes,United States,117000
Yes,United States,125000
Yes,India,0
Yes,United States,105000
Yes,Germany,74535
Yes,United States,110000
No,United States,48000
Yes,France,80776
Yes,Taiwan,28474
No,India,8109
No,Italy,48955
Yes,United States,130000
No,United States,50000
Yes,China,46750
Yes,United States,170000
Yes,United States,79000
No,United States,144000
No,United States,16500
Yes,United States,110000
No,Canada,32209
No,India,10175
No,United States,65000
No,India,25047
Yes,India,7827
No,United States,160000
No,United States,134000
No,Spain,40388
No,United Kingdom,34726
Yes,France,61194
Yes,Germany,73433
Yes,United States,70000
No,Mexico,29544
No,United States,147500
Yes,India,5213
Yes,United States,64000
Yes,United States,120000
Yes,India,11432
No,India,0
No,United States,57000
No,Germany,56298
No,United States,75000
No,United States,121000
Yes,Japan,56724
Yes,United States,145000
No,United Kingdom,250027
No,India,8062
No,United States,65000
No,India,42267
Yes,United Kingdom,48616
No,Italy,47731
No,United States,116000
No,Germany,95462
Yes,United Arab Emirates,33399
Yes,Germany,104030
No,Australia,43585
Yes,United States,80000
Yes,United States,107000
No,Italy,39164
Yes,United Kingdom,79175
No,United States,30160
No,United States,165000
No,France,47731
No,United States,104000
Yes,Switzerland,69861
Yes,India,14089
No,United Kingdom,30559
Yes,United States,105000
No,Australia,39187
Yes,Australia,67977
Yes,United Kingdom,69452
No,Italy,39164
Yes,Germany,83224
Yes,United Kingdom,43060
No,Australia,61580
No,United States,100000
Yes,United States,100000
No,Australia,59980
Yes,Australia,79973
No,Germany,61194
No,United States,42000
Yes,United Kingdom,166685
No,United States,86000
Yes,Spain,36716
No,United States,73000
Yes,United Kingdom,50005
Yes,United States,150000
No,United States,56000
No,Germany,48955
Yes,United States,105000
No,Canada,62404
Yes,Germany,122388
No,United States,80370
No,Spain,55075
Yes,United Kingdom,41671
No,United States,76000
Yes,Germany,82612
Yes,India,14089
No,India,21133
No,Greece,20806
Yes,India,24264
No,France,39164
Yes,Spain,22030
No,United States,118000
No,United Kingdom,83342
No,United Kingdom,38893
Yes,Netherlands,110149
Yes,Spain,36716
Yes,Australia,78374
Yes,India,32874
Yes,France,48955
No,United States,140000
Yes,United Kingdom,55562
Yes,Belgium,46573
Yes,Australia,107964
No,United Kingdom,87509
Yes,United States,178000
Yes,Germany,61194
No,India,11115
No,Ireland,73433
Yes,India,7514
Yes,Germany,85671
Yes,France,57522
No,France,74928
Yes,Germany,90567
Yes,India,4696
No,Spain,41612
Yes,Australia,151949
No,United States,143500
Yes,Australia,143952
Yes,France,2448
No,United States,74000
No,Hong Kong (S.A.R.),36842
Yes,Austria,99134
Yes,United Kingdom,56951
Yes,United States,132000
Yes,India,7514
Yes,Germany,67803
No,United States,160000
Yes,United States,106000
No,United States,60000
Yes,United States,84000
Yes,United Kingdom,55562
Yes,Germany,82000
Yes,United Kingdom,43060
No,France,56298
No,United States,120000
Yes,Canada,64417
Yes,France,63642
Yes,Japan,121552
No,Netherlands,85671
Yes,United Kingdom,97233
Yes,France,40388
No,United Kingdom,45838
No,United States,90000
Yes,United States,51000
Yes,United States,150000
Yes,India,15654
Yes,Australia,119960
No,Singapore,30282
Yes,United States,90000
Yes,South Korea,74744
No,United States,105000
Yes,Germany,104030
No,India,28178
No,United States,90000
Yes,Switzerland,135550
Yes,United States,175000
No,United States,80000
Yes,United States,55000
Yes,United States,80000
No,Hungary,34883
No,United Kingdom,73619
No,India,0
No,Austria,146865
No,United States,105000
No,United States,95000
No,Spain,25701
No,United States,110000
No,United States,59750
Yes,United States,162000
Yes,Germany,61194
Yes,United States,97500
No,United States,75000
Yes,Switzerland,88629
No,Germany,97910
Yes,Netherlands,85671
No,New Zealand,35080
No,Spain,61194
No,India,50094
No,United States,146000
No,Czech Republic,6119
No,United States,55000
Yes,Spain,70985
Yes,Sri Lanka,36000
No,United States,79000
No,Netherlands,122388
No,United States,0
No,Germany,47731
No,United Kingdom,97233
No,United States,95000
Yes,Canada,120782
No,Germany,58746
No,United Kingdom,51394
No,India,17376
No,China,74800
No,United States,108000
Yes,Germany,63030
Yes,United States,191000
Yes,United Kingdom,83342
No,United States,66400
Yes,India,28178
No,Canada,127224
Yes,United Kingdom,38893
Yes,United States,105000
Yes,Slovenia,61194
No,United States,165000
Yes,United States,92500
Yes,Canada,28182
No,United States,140000
No,United States,87000
Yes,India,9393
No,United States,65000
Yes,Canada,79716
Yes,United States,120000
No,United States,70000
Yes,United States,116000
No,Ireland,39164
Yes,United Kingdom,63201
No,Canada,90989
No,Poland,48522
No,India,21916
Yes,United States,80000
Yes,South Africa,33623
Yes,Germany,39164
No,Germany,77104
No,Switzerland,183582
Yes,United States,70000
Yes,Canada,68443
Yes,United States,38000
No,United Kingdom,69452
No,South Korea,28029
No,United States,70000
No,India,6262
Yes,Ireland,67313
Yes,United States,90000
Yes,Japan,99042
No,Germany,48955
No,Singapore,83275
No,United States,0
No,Poland,35288
Yes,India,20351
Yes,Switzerland,135550
No,United States,260000
No,United States,130000
Yes,Germany,82000
No,United States,58000
Yes,Austria,85671
Yes,United States,98200
Yes,United States,90000
No,Germany,51403
Yes,United Kingdom,125014
No,United States,115000
No,Ireland,62418
Yes,India,7827
Yes,United States,100000
No,India,12524
No,India,6262
Yes,United Kingdom,55562
No,United States,50000
No,United Kingdom,34726
Yes,United States,170000
No,United Kingdom,92371
No,United States,90000
No,United States,82000
No,United States,120000
Yes,Italy,55075
No,United Kingdom,101400
No,Spain,40388
No,Germany,116268
No,United States,110000
No,United Kingdom,208356
Yes,United States,84000
No,Australia,43985
No,Romania,52555
Yes,United States,105322
Yes,India,12524
Yes,United States,90000
No,France,42028
Yes,Germany,36716
Yes,India,23482
No,United Kingdom,30559
No,France,56298
No,United States,80000
No,Australia,36364
Yes,Canada,24156
Yes,Netherlands,86895
No,Ukraine,76000
Yes,United Kingdom,83342
Yes,India,22699
No,France,48955
No,United States,140000
No,United States,40000
No,United States,140000
Yes,Germany,91791
Yes,United States,105000
Yes,United Kingdom,83
Yes,United Kingdom,62507
Yes,Norway,104569
No,Canada,68443
No,France,51403
No,United Kingdom,37504
No,India,25047
Yes,United States,153000
No,Germany,45283
No,Germany,75268
Yes,Serbia,53851
No,Canada,56365
Yes,Australia,59980
No,United Kingdom,58340
No,United States,83800
No,United Kingdom,50700
Yes,United States,171000
No,India,20351
No,United States,84000
No,Spain,32433
No,United States,110000
No,United Kingdom,75008
Yes,United States,212000
Yes,United States,68000
No,United States,130000
No,Germany,90567
No,United States,105000
No,Canada,64417
No,United States,110000
Yes,New Zealand,73084
No,Taiwan,35592
Yes,Germany,58746
No,United States,120000
No,Canada,64417
No,Australia,79973
Yes,United States,60000
No,Canada,84547
No,Poland,39128
Yes,Switzerland,56931
No,Canada,66027
Yes,Switzerland,70903
No,Canada,68443
No,Germany,49567
No,Norway,57513
No,United States,85000
No,United Kingdom,34726
Yes,United States,115000
No,Mexico,26858
Yes,Germany,59994
No,United States,205000
Yes,France,36716
Yes,India,28178
No,United States,72000
Yes,United States,120000
No,India,3694
Yes,United States,134000
Yes,United States,65000
Yes,United States,220000
No,Germany,79552
No,United States,65000
No,Germany,73433
Yes,United States,55000
No,Canada,56365
No,United States,130000
No,United Kingdom,35559
Yes,Australia,143952
No,Ukraine,90288
Yes,India,14089
Yes,Germany,80776
Yes,United States,147000
No,United States,60000
No,United States,63000
Yes,Canada,76495
Yes,United States,115000
No,United States,125000
No,United Kingdom,76397
No,United States,112000
Yes,United States,275000
No,United States,120000
No,United States,83000
Yes,Italy,42836
Yes,United States,150000
Yes,United Kingdom,61118
Yes,United States,182000
No,United Kingdom,69452
No,Canada,177147
No,France,61194
Yes,United States,55000
Yes,France,61194
Yes,United States,115000
No,United Kingdom,32906
Yes,United States,70000
Yes,United States,91000
Yes,United Kingdom,59729
Yes,United States,55075
No,United Kingdom,58340
Yes,United Kingdom,97233
No,United Kingdom,20836
Yes,United States,95000
No,Spain,22030
Yes,Spain,67313
No,Ireland,37940
No,New Zealand,102318
No,United States,80000
No,Nigeria,12667
Yes,Canada,28988
Yes,United States,129800
No,United Kingdom,45838
No,United Kingdom,58340
No,United Kingdom,31740
Yes,United States,124000
Yes,Australia,127957
Yes,Germany,97910
No,Germany,73433
No,Germany,97910
No,India,0
Yes,United States,85000
Yes,United States,35000
No,United States,90000
Yes,United States,104000
No,United States,65000
No,Germany,18358
No,United States,65000
No,United Kingdom,55187
Yes,United States,55000
No,United Kingdom,31948
No,Ireland,97910
No,United States,46592
No,India,5636
No,Spain,36716
No,India,15654
Yes,United States,65000
Yes,United States,118000
Yes,United States,90000
Yes,Guatemala,6000
Yes,Spain,63642
No,Canada,56365
No,United States,182000
Yes,United States,113500
Yes,United States,75000
Yes,United States,153000
Yes,United States,164000
No,United States,50000
No,United States,88000
Yes,Romania,36716
No,Germany,14687
No,Canada,16104
No,United Kingdom,50839
Yes,Canada,56365
Yes,United States,100000
No,India,32874
No,United States,69600
No,India,7358
No,United Kingdom,58340
Yes,United States,60000
No,United States,55000
No,United States,150000
No,United States,72800
Yes,United Kingdom,83342
No,United States,74000
No,United States,60000
No,United States,100000
Yes,United Kingdom,62507
Yes,United States,0
No,United States,107000
Yes,India,5636
No,United States,85000
No,United States,100000
Yes,Australia,111963
No,Germany,122388
No,United States,135000
Yes,Germany,58746
No,Canada,8052
No,India,36005
No,Germany,55075
Yes,United States,135000
No,United States,115000
Yes,Andorra,51403
No,Germany,165224
No,United States,50000
No,Spain,36716
No,Bangladesh,7218
No,India,7592
No,United States,124000
No,Thailand,60000
No,United Kingdom,55562
No,India,7827
No,Canada,64417
No,United Kingdom,58340
No,United States,121900
Yes,United States,130000
No,United States,74500
Yes,United States,63500
No,United States,144000
No,Australia,67977
Yes,Germany,88119
No,Germany,73433
No,Australia,74775
Yes,Netherlands,69761
No,India,18785
Yes,United States,120000
Yes,United States,190000
Yes,Australia,112762
No,United Kingdom,45838
Yes,United States,89500
No,India,236
No,United States,275000
Yes,Ukraine,36000
Yes,United Kingdom,45838
No,United States,67275
Yes,Australia,91969
Yes,United Kingdom,94455
No,United States,56160
No,United States,68000
No,United States,78000
No,India,0
Yes,France,42836
No,India,6262
No,United States,120000
No,United States,83000
No,United States,85000
Yes,France,73433
Yes,United States,90000
Yes,United States,100000
No,United States,75000
No,United States,95000
Yes,Canada,92600
No,United Kingdom,62507
No,Canada,50728
No,United States,77000
Yes,United Kingdom,69452
No,Canada,96626
No,Germany,61194
No,France,45283
No,United States,52000
No,United States,42000
Yes,Austria,81388
No,United States,120000
No,Germany,73433
Yes,United States,70000
No,United States,84000
No,Germany,82734
Yes,United States,156000
Yes,United States,60900
Yes,Greece,85671
No,United Kingdom,36115
No,Australia,59980
No,United States,69400
No,India,9706
Yes,United States,120000
Yes,United States,196000
No,Liechtenstein,0
No,Poland,26466
Yes,Germany,82612
Yes,United States,67000
No,Australia,59980
Yes,United States,68000
No,Spain,31821
Yes,Germany,77104
No,United Kingdom,138904
No,Turkey,12000
No,United States,110000
Yes,Norway,70138
No,United States,97200
No,United States,70000
No,Australia,39987
No,United States,54000
Yes,India,0
Yes,United States,245000
Yes,Netherlands,22030
No,United States,112000
Yes,India,11271
Yes,India,21916
Yes,United States,110000
No,Netherlands,0
No,United States,85000
No,India,7827
No,United States,117000
Yes,Spain,97910
Yes,United States,70000
No,Germany,66089
No,United States,120000
No,France,42836
Yes,Israel,52662
Yes,Switzerland,121995
No,United States,135000
Yes,United States,135000
No,Uganda,0
No,Spain,33045
Yes,Germany,73433
Yes,Netherlands,85671
No,United States,110000
No,United States,80000
Yes,United States,140000
Yes,Germany,73433
Yes,United States,200000
No,Germany,60582
No,Spain,57522
No,Germany,55075
Yes,United States,70000
Yes,Germany,61194
No,Norway,44633
Yes,Norway,108395
Yes,India,8
Yes,United States,180000
No,United Kingdom,50700
No,Italy,33045
Yes,Australia,51183
No,Germany,45283
No,United States,92000
No,United Kingdom,32642
No,Canada,44287
No,Colombia,24000
Yes,India,37571
Yes,United Kingdom,63201
No,United Kingdom,44449
No,Italy,3060
No,United Kingdom,38199
No,Germany,67313
No,United States,98000
No,Germany,73433
No,United States,188600
No,Spain,116268
No,United States,130000
Yes,Germany,63642
No,United States,150000
Yes,Slovenia,85671
No,United States,58000
No,Greece,67313
Yes,United Kingdom,97233
Yes,United States,64084
Yes,Germany,121164
Yes,Canada,64417
Yes,India,12524
No,United States,63000
No,South Africa,21426
No,Sweden,55094
Yes,New Zealand,74911
Yes,Hungary,47638
Yes,United States,190000
No,Cameroon,500
No,Netherlands,0
No,United States,60000
No,India,0
No,Germany,69761
No,United States,81500
No,United Kingdom,63896
No,Germany,68537
No,Italy,42836
No,India,18785
Yes,United States,80000
Yes,United Kingdom,83342
Yes,India,28178
No,United States,82000
Yes,Iceland,140234
Yes,Canada,101457
No,India,18785
No,United States,190000
No,United States,80000
